p_1 | ... | p_N | ID | Cost | in Simplex numb. | Operation
0.9736	-0.9693	120.0000	0.0175	1.0000	32.0000	
0.9756	-0.9678	121.0000	0.0271	33.0000	-1.0000	
0.9756	-0.9678	122.0000	0.0212	33.0000	-2.0000	
0.9685	-0.9722	123.0000	0.0199	33.0000	1.0000	
0.9702	-0.9711	124.0000	0.0155	2.0000	31.0000	
0.9704	-0.9706	125.0000	0.0339	34.0000	-1.0000	
0.9704	-0.9706	126.0000	0.0257	34.0000	-2.0000	
0.9735	-0.9698	127.0000	0.0155	34.0000	1.0000	
0.9736	-0.9693	128.0000	0.0245	35.0000	-1.0000	
0.9736	-0.9693	129.0000	0.0210	35.0000	-2.0000	
0.9714	-0.9692	130.0000	0.0217	35.0000	0.5000	
0.9682	-0.9706	131.0000	0.0285	35.0000	1.0000	
0.9721	-0.9700	132.0000	0.0314	1.0000	32.0000	
0.9708	-0.9702	133.0000	0.0268	1.0000	4.0000	
0.9718	-0.9704	134.0000	0.0262	1.0000	4.0000	
0.9702	-0.9711	135.0000	0.0170	36.0000	-1.0000	
0.9702	-0.9711	136.0000	0.0163	36.0000	-2.0000	
0.9713	-0.9713	137.0000	0.0286	36.0000	1.0000	
0.9709	-0.9704	138.0000	0.0187	1.0000	32.0000	
0.9693	-0.9711	139.0000	0.0247	37.0000	1.0000	
0.9699	-0.9709	140.0000	0.0155	1.0000	31.0000	
0.9702	-0.9711	141.0000	0.0210	38.0000	-1.0000	
0.9702	-0.9711	142.0000	0.0182	38.0000	-2.0000	
0.9693	-0.9715	143.0000	0.0321	38.0000	1.0000	
0.9705	-0.9707	144.0000	0.0259	1.0000	32.0000	
0.9701	-0.9710	145.0000	0.0257	1.0000	4.0000	
0.9704	-0.9707	146.0000	0.0221	1.0000	4.0000	
0.9703	-0.9706	147.0000	0.0313	39.0000	1.0000	
0.9701	-0.9709	148.0000	0.0203	1.0000	32.0000	
0.9699	-0.9709	149.0000	0.0173	40.0000	-1.0000	
0.9699	-0.9709	150.0000	0.0164	40.0000	-2.0000	
0.9697	-0.9711	151.0000	0.0261	40.0000	1.0000	
0.9702	-0.9708	152.0000	0.0201	1.0000	32.0000	
